CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
01-14-0158-46,01-203,GUATEMALA,AMATITLAN,LICEO SONIEL,4A. AVENIDA 2-78 BARRIO SAN JUAN,66338844,ANGELA PATRICIA PU GRIJALVA,MARÍA CRISTINA ECHEVERRÍA GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0160-46,01-202,GUATEMALA,AMATITLAN,CENTRO EDUCATIVO VILLA SAMUEL,2A. AVENIDA 2-08 COLONIA MI ILUSION II,57916069,ELSA PATRICIA DE LEON MEJIA,YENIFER NECTALÍ JERÓNIMO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0162-46,01-203,GUATEMALA,AMATITLAN,COLEGIO CRISTIANO PALABRA DE VIDA,3A. AVENIDA 12-00 BARRIO SAN ANTONIO,46678751,ANGELA PATRICIA PU GRIJALVA,BRENDA YANNET CRUZ ORREGO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0163-46,01-629,GUATEMALA,AMATITLAN,COLEGIO MIXTO SAGRADA FAMILIA DE AMATITLÁN,"4TA. AVENIDA 12 CALLE 11-48, BARRIO EL ROSARIO",66330312,JORGE ALFONSO REYES DE PAZ,MARÍA CLARA MAZARIEGOS SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0164-46,01-218,GUATEMALA,AMATITLAN,INSTITUTO DE EDUCACION POR COOPERATIVA DE ENSEÑANZA EMANUEL,"5A. AVENIDA FINAL, CANTON INGENIO",66337693,BENIGNO ISAIAS DE LEON OROZCO,NERY JONÁS MIRANDA HERNÁNDEZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0168-46,01-203,GUATEMALA,AMATITLAN,LICEO SONIEL,"4A. AVENIDA 2-78, BARRIO SAN JUAN",66338844,ANGELA PATRICIA PU GRIJALVA,OLGA MAGALY HERNÁNDEZ GIL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-0169-46,01-203,GUATEMALA,AMATITLAN,LICEO CRISTIANO BETH SHALOM,CALZADA ASIOLE 10-55,41545301,ANGELA PATRICIA PU GRIJALVA,GLORIA  SANDOVAL PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0173-46,01-641,GUATEMALA,AMATITLAN,LICEO MIXTO CRISTIANO PENIEL,0 CALLE 5-55 VALLE VERDE II CALLEJON EL SILENCIO BARRIO SAN LORENZO AMATITLAN,42766507,MILTON ALONSO ALVAREZ FUENTES,AURA VIRGINIA VASQUEZ RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-0174-46,01-629,GUATEMALA,AMATITLAN,COLEGIO MIXTO EL RENUEVO,"2A. AVENIDA 9-36 , BARRIO SAN ANTONIO",56544376,JORGE ALFONSO REYES DE PAZ,ANA NOEMÍ GIL CAÑAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0176-46,01-629,GUATEMALA,AMATITLAN,COLEGIO SAGRADO CORAZON DE AMATITLÁN,5A. AVENIDA 9-75 BARRIO EL ROSARIO,66334978,JORGE ALFONSO REYES DE PAZ,MARÍA EVERARDA VÁSQUEZ ARAGÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0178-46,01-629,GUATEMALA,AMATITLAN,COLEGIO MIXTO SAGRADA FAMILIA DE AMATITLÁN,4A. AVENIDA 11-48 BARRIO EL ROSARIO,66330312,JORGE ALFONSO REYES DE PAZ,MARÍA CLARA MAZARIEGOS SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-0179-46,01-203,GUATEMALA,AMATITLAN,COLEGIO OVS,"4A. AVENIDA 0-50 A, BARRIO SAN JUAN",66338416,ANGELA PATRICIA PU GRIJALVA,KATHERYN JULISSA QUINTANILLA ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0181-46,01-641,GUATEMALA,AMATITLAN,COLEGIO EDUCATIVO DE DESARROLLO INFORMATICO Y CIENTIFICO DE AMATITLAN,"CALLE C, LOTE 129, COLONIA LUPITA",66333117,MILTON ALONSO ALVAREZ FUENTES,CARLOS ENRIQUE CHARRO LIMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-14-0183-46,01-641,GUATEMALA,AMATITLAN,INSTITUTO NACIONAL DE EDUCACION BASICA Y DIVERSIFICADA,"CALLE REAL DEL LAGO, 2-05, BARRIO LA CRUZ",54181066,MILTON ALONSO ALVAREZ FUENTES,GLADYS ANDREA GONZÁLEZ CABRERA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-14-0185-46,01-641,GUATEMALA,AMATITLAN,LICEO APLICADO EN COMPUTACION DE AMATITLAN,5A. AVENIDA 6-86,66764347,MILTON ALONSO ALVAREZ FUENTES,SERGIO  DE LOS RÍOS DOMÍNGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-14-0187-46,01-411,GUATEMALA,AMATITLAN,COLEGIO MIXTO CULTURA,4A. AVENIDA 5-34,66332838,JUAN ENRIQUE MARTINEZ SOLANO,IRIS MARICLÓ MORALES LUNA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-14-0189-46,01-411,GUATEMALA,AMATITLAN,COLEGIO MIXTO CULTURA,4A. AVENIDA 5-34,66332838,JUAN ENRIQUE MARTINEZ SOLANO,IRIS MARICLÓ MORALES LUNA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0190-46,01-202,GUATEMALA,AMATITLAN,LICEO MIXTO SAN JUAN,4A. AVENIDA Y 8A. CALLE 3-89,66334052,ELSA PATRICIA DE LEON MEJIA,ARACELY DEL CARMEN VILLATORO DE ÁLVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0192-46,01-411,GUATEMALA,AMATITLAN,LICEO SONIEL,"4A. AVENIDA 2-78, BARRIO SAN JUAN",42119631,JUAN ENRIQUE MARTINEZ SOLANO,OLGA MAGALY HERNÁNDEZ GIL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-14-0194-46,01-411,GUATEMALA,AMATITLAN,LICEO CRISTIANO BETH SHALOM,CALZADA ASIOLE 10-55,41548250,JUAN ENRIQUE MARTINEZ SOLANO,WILLIAMS SALVADOR TRUJILLO CAMBRÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-14-0196-46,01-202,GUATEMALA,AMATITLAN,LICEO COLONIAL,8A. CALLE 3-22 BARRIO SAN ANTONIO,66330217,ELSA PATRICIA DE LEON MEJIA,MAURICIO JAVIER RODRÍGUEZ AYALA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0201-46,01-203,GUATEMALA,AMATITLAN,COLEGIO IMB-PC NO. 8,"CALLEJÓN COLLINS 11-155, KILÓMETRO 26.3 CA-9",66355707,ANGELA PATRICIA PU GRIJALVA,RUDY ALBERTO GÁLVEZ VALLEJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0202-46,01-411,GUATEMALA,AMATITLAN,COLEGIO IMB-PC NO. 8,"CALLEJÓN COLLINS 11-155, KILÓMETRO 26.3 CA-9",66355707,JUAN ENRIQUE MARTINEZ SOLANO,RUDY ALBERTO GÁLVEZ VALLEJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-0203-46,01-411,GUATEMALA,AMATITLAN,COLEGIO IMB-PC NO. 8,"CALLEJÓN COLLINS 11-155, KILÓMETRO 26.3 CA-9",66355707,JUAN ENRIQUE MARTINEZ SOLANO,RUDY ALBERTO GÁLVEZ VALLEJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-14-0204-46,01-201,GUATEMALA,AMATITLAN,COLEGIO BILINGUE CORBÁN,9A. CALLE 13-09 BARRIO HOSPITAL,66330053,GLADYS JHOANA SALGUERO CARBALLO,MIRTALA ILEANA ACEITUNO BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0206-46,01-641,GUATEMALA,AMATITLAN,COLEGIO BILINGUE CORBÁN,9A. CALLE 13-09 BARRIO HOSPITAL,66330053,MILTON ALONSO ALVAREZ FUENTES,MIRTALA ILEANA ACEITUNO BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR
01-14-0209-46,01-202,GUATEMALA,AMATITLAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"SECTOR 3, LOTE 68  A ALDEA SAN JOSE CALDERAS",5510735,ELSA PATRICIA DE LEON MEJIA,BRENDA ISOLDA CONTRERAS ALVA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0210-46,01-218,GUATEMALA,AMATITLAN,"INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA ""PLAYA LINDA""","ALDEA TACATÓN COLONIA PLAYA LINDA BELEN, LOTE 4 KM.32.8 CIRCUNVALACION AL LAGO MUNICIPIO DE AMATITLAN",58745258,BENIGNO ISAIAS DE LEON OROZCO,CLARA VIVI ALVAREZ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0211-46,01-641,GUATEMALA,AMATITLAN,COLEGIO PEDAGOGICO INTEGRAL ALBORADA,4TA. AVENIDA 10-57 BARRIO SAN ANTONIO AMATITLAN,66336268,MILTON ALONSO ALVAREZ FUENTES,AYLEEN ZUSSETTE VIDAL CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0212-46,01-202,GUATEMALA,AMATITLAN,COLEGIO ROSAL,2DA. AVENIDA 8-49 BARRIO SAN ANTONIO AMATITLAN,66330281,ELSA PATRICIA DE LEON MEJIA,INGRID ODETT HERRERA CORDERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-1921-46,01-202,GUATEMALA,AMATITLAN,LICEO MIXTO SAN JUAN,4A AVE. 8A CALLE 3-89,66334052,ELSA PATRICIA DE LEON MEJIA,ARACELY DEL CARMEN VILLATORO DE ÁLVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-1922-46,01-201,GUATEMALA,AMATITLAN,ESCUELA DE CIENCIAS COMERCIALES ADSCRITO AL INEB.,CONTIGUO AL ESTADIO MUNICIPAL DE AMATITLAN,66335638,GLADYS JHOANA SALGUERO CARBALLO,ARACELY  MARTÍNEZ GÓMEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-1923-46,01-,GUATEMALA,AMATITLAN,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA,2A AVE. 7-43,,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
01-14-2424-46,01-,GUATEMALA,AMATITLAN,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO MODERNO  AMATITLAN,2A AVENIDA 2 CALLE 1-46,,MARIA FELICITA ROQUE CARRERA,MARIA DEL ROSARIO LOPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA SUR
01-14-2692-46,01-411,GUATEMALA,AMATITLAN,LICEO MIXTO SAN JUAN,4A AVENIDA Y 8A CALLE 3-89 3,66334052,JUAN ENRIQUE MARTINEZ SOLANO,------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA SUR
01-14-2694-46,01-201,GUATEMALA,AMATITLAN,COLEGIO MIXTO 'CIENCIAS COMERCIALES',"LOTE I, VALLE VERDE II",66333291,GLADYS JHOANA SALGUERO CARBALLO,JORGE ANTONIO ZIMERI AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-2796-46,01-202,GUATEMALA,AMATITLAN,LICEO MIXTO SAN JUAN,4A AVE. 8A CALLE 3-89 AMATITLAN,66334052,ELSA PATRICIA DE LEON MEJIA,ARACELY JUDITH SAMAYOA GODOY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
01-14-3055-46,01-202,GUATEMALA,AMATITLAN,"LICEO CRISTIANO ""ANTIOQUÍA""","5 AVE FINAL 15-57, CANTON INGENIO",66331286,ELSA PATRICIA DE LEON MEJIA,EFRAÍN ESTEBAN HERNÁNDEZ CALDERÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-3056-46,01-411,GUATEMALA,AMATITLAN,COLEGIO MIXTO CULTURA,4A. AVENIDA 5-34,66331272,JUAN ENRIQUE MARTINEZ SOLANO,IRIS MARICLÓ MORALES LUNA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA SUR
01-14-4006-46,01-203,GUATEMALA,AMATITLAN,COLEGIO MIXTO 'CULTURA',4A. AVE. 5-34,66331272,ANGELA PATRICIA PU GRIJALVA,IRIS MARICLÓ MORALES LUNA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-4008-46,,GUATEMALA,AMATITLAN,COLEGIO EVANGELICO 'MONTE SION' (SABATINO),5A. AVE. 0-84,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
01-14-6185-46,,GUATEMALA,AMATITLAN,COLEGIO MIXTO 'MODERNO',2A. AVENIDA Y 2A CALLE 1-46,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-6800-46,01-203,GUATEMALA,AMATITLAN,COLEGIO MIXTO CULTURA,4TA. AVENIDA 5-34,66332838,ANGELA PATRICIA PU GRIJALVA,JHOPSY MIREYRA CASTILLO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-6827-46,01-203,GUATEMALA,AMATITLAN,LICEO CRISTIANO BETH SHALOM,CALZADA ASIOLE 10-55,41545301,ANGELA PATRICIA PU GRIJALVA,GLORIA  SANDOVAL PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-6828-46,01-411,GUATEMALA,AMATITLAN,LICEO CRISTIANO BETH SHALOM,CALZADA ASIOLE,66334501,JUAN ENRIQUE MARTINEZ SOLANO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
01-14-6829-46,,GUATEMALA,AMATITLAN,LICEO CRISTIANO BETH SHALOM,CALZADA ASIOLE,66334501,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-6830-46,01-411,GUATEMALA,AMATITLAN,LICEO CRISTIANO BETH SHALOM,CALZADA ASIOLE 10-55,41548250,JUAN ENRIQUE MARTINEZ SOLANO,WILLIAMS SALVADOR TRUJILLO CAMBRÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-6955-46,01-201,GUATEMALA,AMATITLAN,COLEGIO TECNICO INDUSTRIAL AMATITLAN,5A. AVENIDA 0-94,66332168,GLADYS JHOANA SALGUERO CARBALLO,MARIA DEL ROSARIO LOPEZ ESCOBAR DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-7048-46,01-203,GUATEMALA,AMATITLAN,INSTITUTO HAZ DEL SABER,2A. AVENIDA 12-44,,ANGELA PATRICIA PU GRIJALVA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-7084-46,01-202,GUATEMALA,AMATITLAN,LICEO MIXTO SAN JUAN,4AV. 8A. CALLE 3-89,66334052,ELSA PATRICIA DE LEON MEJIA,ARACELY JUDITH SAMAYOA GODOY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-7163-46,01-411,GUATEMALA,AMATITLAN,LICEO CRISTIANO  BETH SHALOM,CALZADA ASIOLE 10-55,66334501,JUAN ENRIQUE MARTINEZ SOLANO,WILLIAMS SALVADOR TRUJILLO CAMBRÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-7364-46,01-411,GUATEMALA,AMATITLAN,CENTRO EDUCATIVO SAN JOSE,4TA. AV. 14-70 CANTON INGENIO,66335209,JUAN ENRIQUE MARTINEZ SOLANO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-7367-46,01-,GUATEMALA,AMATITLAN,CENTRO EDUCATIVO SAN JOSE,4TA. AV. 14-70 CANTON INGENIO,66335209,MARIA FELICITA ROQUE CARRERA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
01-14-7369-46,01-201,GUATEMALA,AMATITLAN,CENTRO EDUCATIVO SETTINO ROSSONI,4TA. AV. 14-70 CANTON INGENIO,66335209,GLADYS JHOANA SALGUERO CARBALLO,-------,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-7808-46,,GUATEMALA,AMATITLAN,COLEGIO CRISTIANO CAMINO DE VIDA,LOTE 17 SECCION C COLONIA SAN JORGE,,,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-7849-46,01-203,GUATEMALA,AMATITLAN,CENTRO EDUCATIVO SILOE AMATITLAN,4A. AVENIDA 0-80,66332036,ANGELA PATRICIA PU GRIJALVA,HILDA REBECA BETANCOURT CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-7854-46,01-201,GUATEMALA,AMATITLAN,LICEO APLICADO EN COMPUTACION DE AMATITLAN,5A. AV. 6-86,66334588,GLADYS JHOANA SALGUERO CARBALLO,SERGIO  DE LOS RÍOS DOMÍNGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-7918-46,,GUATEMALA,AMATITLAN,COLEGIO SAN LORENZO,8A. AV. 2A. CALLE 'B' LOTE #83 BARRIO SAN LORENZO,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-7920-46,,GUATEMALA,AMATITLAN,COLEGIO SAN LORENZO,8A. AV. 2A. CALLE 'B' LOTE #83 BARRIO SAN LORENZO,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
01-14-8050-46,01-202,GUATEMALA,AMATITLAN,LICEO MIXTO CRISTIANO 'JIREH',"3 A. AVENIDA, 2-45, VILLA ALBORADA,",66334552,ELSA PATRICIA DE LEON MEJIA,KARLA VICTORIA DE LA CRUZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-8051-46,01-202,GUATEMALA,AMATITLAN,LICEO MIXTO CRISTIANO 'JIREH',"3A. AVENIDA 2-45, COLONIA VILLA ALBORADA",66690302,ELSA PATRICIA DE LEON MEJIA,KARLA VICTORIA DE LA CRUZ CRUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-8053-46,01-411,GUATEMALA,AMATITLAN,CENTRO EDUCATIVO  SAN JOSE,4A. AV. 14-70 CANTON INGENIO AMATITLAN,66335209,JUAN ENRIQUE MARTINEZ SOLANO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-8167-46,01-629,GUATEMALA,AMATITLAN,COLEGIO MIXTO  SAGRADA FAMILIA DE AMATITLAN,4A. AVENIDA 11-48 BARRIO EL ROSARIO,66330312,JORGE ALFONSO REYES DE PAZ,MARÍA CLARA MAZARIEGOS SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-8181-46,01-201,GUATEMALA,AMATITLAN,LICEO APLICADO EN COMPUTACION DE AMATITLAN,5A. AV. 6-86,66334588,GLADYS JHOANA SALGUERO CARBALLO,SERGIO  DE LOS RÍOS DOMÍNGUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-8332-46,01-629,GUATEMALA,AMATITLAN,COLEGIO FORMACION INTEGRAL DE AMATITLÁN,2A. AVENIDA 8-28,66332950,JORGE ALFONSO REYES DE PAZ,CLAUDIA ROSELIA CIFUENTES ALAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-8474-46,01-201,GUATEMALA,AMATITLAN,ESCUELA NORMAL INTERCULTURAL DE AMATITLAN,2A. AVENIDA 7-35,66330716,GLADYS JHOANA SALGUERO CARBALLO,,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
01-14-8507-46,01-411,GUATEMALA,AMATITLAN,CENTRO DE FORMACION INTEGRAL 'CENFIN',"8A. AVENIDA Y 2A. CALLE LOTE 83 COLONIA SAN JOSE, BARRIO SAN LORENZO",66332463,JUAN ENRIQUE MARTINEZ SOLANO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-8508-46,01-411,GUATEMALA,AMATITLAN,CENTRO DE FORMACION INTEGRAL 'CENFIN' (POR MADUREZ),"8A. AVENIDA Y 2A. CALLE LOTE 83 COLONIA SAN JOSE, BARRIO SAN LORENZO",66332463,JUAN ENRIQUE MARTINEZ SOLANO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-14-8578-46,01-203,GUATEMALA,AMATITLAN,LICEO CULTURA DE AMATITLAN,4A. AVENIDA 5-34 ZONA 1,66331272,ANGELA PATRICIA PU GRIJALVA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-8579-46,01-411,GUATEMALA,AMATITLAN,LICEO CULTURA DE AMATITLAN,4A. AVENIDA 5-34 ZONA 1,66331272,JUAN ENRIQUE MARTINEZ SOLANO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
01-14-8580-46,01-411,GUATEMALA,AMATITLAN,LICEO CULTURA DE AMATITLAN,4A. AVENIDA 5-34 ZONA 1,66331272,JUAN ENRIQUE MARTINEZ SOLANO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
