DEPARTAMENTO,MUNICIPIO,DISTRITO,ESTABLECIMIENTO,ESTABLECIMIENTO_NORM,DIRECCION,DIRECCION_NORM,TELEFONO,TELEFONO_ESTD,TELEFONOS_LIST,CODIGO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,PORCENTAJE_FALTANTE,CLAVE_BLOQUEO
GUATEMALA,SAN JUAN SACATEPEQUEZ,01-410,COLEGIO LICEO TECNOLÓGICO CIUDAD QUETZAL,TECNOLOGICO CIUDAD QUETZAL,"LOTE 18 MANZANA 1 COLONIA CIUDAD QUETZAL Y LOTES CONTIGUOS 1, 2 Y 3 MANZANA A DE LA COLONIA PORTAL DEL QUETZAL",LOTE 18 MANZANA 1 COLONIA CIUDAD QUETZAL Y LOTES CONTIGUOS 1 2 Y 3 MANZANA A DE LA COLONIA PORTAL DEL QUETZAL,43995267,43995267,"43995267,51175549",01-10-0188-46,CEDWIN EUGENIO CRUZ BUCARO,LIBERTAD AMERICA AMEZQUITA SALAZAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE|SIN JORNADA,FIN DE SEMANA,GUATEMALA OCCIDENTE,0.0,SAN JUAN SACATEPEQUE|TECNOLOGICO CIUD|LOTE 18 MANZ
GUATEMALA,SAN JUAN SACATEPEQUEZ,01-639,COLEGIO  TECNOLOGICO  GUATEMALTECO EDU,TECNOLOGICO GUATEMALTECO EDU,8A.  AVENIDA  8-05 ZONA  1,8A AVENIDA 8 05 ZONA 1,57556885,57556885,57556885,01-10-0275-46,LUDVIN RICARDO URRUTIA LORENTI,VERONICA  UBEDO CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE,0.0,SAN JUAN SACATEPEQUE|TECNOLOGICO GUAT|8A AVENIDA 8
GUATEMALA,SAN JUAN SACATEPEQUEZ,01-610,COLEGIO TEMÁTICO INTEGRAL,TEMATICO INTEGRAL,8VA. AVENIDA 3-07 ZONA 2,8VA AVENIDA 3 07 ZONA 2,66302046,66302046,66302046,01-10-0180-46,LESBIA MARICELA COTZOJAY PATZAN,HILDA ROSAICELA CALDERON MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,0.0,SAN JUAN SACATEPEQUE|TEMATICO INTEGRA|8VA AVENIDA 
GUATEMALA,SAN JUAN SACATEPEQUEZ,01-401,CENTRO EDUCATIVO UTZILAL,UTZILAL,MANZANA D LOTE 15 SECTOR I VILLA VERDE,MANZANA D LOTE 15 SECTOR I VILLA VERDE,58088939,58088939,58088939,01-10-8717-46,IXMUCANE ALDANA VILLAVICENCIO,,DIVERSIFICADO,PRIVADO,RURAL,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,5.88235294117647,SAN JUAN SACATEPEQUE|UTZILAL|MANZANA D LO
GUATEMALA,SAN JUAN SACATEPEQUEZ,01-401,COLEGIO PRIVADO  VALLE DEL QUETZAL,VALLE DEL QUETZAL,LOTE 19 MANZANA D SECTOR II; COLONIA VILLA VERDE CIUDAD QUETZAL,LOTE 19 MANZANA D SECTOR II COLONIA VILLA VERDE CIUDAD QUETZAL,66391458,66391458,66391458,01-10-7345-46,IXMUCANE ALDANA VILLAVICENCIO,CESAR RAMIREZ ROJAS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,0.0,SAN JUAN SACATEPEQUE|VALLE DEL QUETZA|LOTE 19 MANZ
GUATEMALA,SAN JUAN SACATEPEQUEZ,01-610,LICEO MIXTO YOSHUA (JESUS SALVADOR),YOSHUA JESUS SALVADOR,LOTE 93 COLONIA VILLA JUAREZ I LO DE CARRANZA,LOTE 93 COLONIA VILLA JUAREZ I LO DE CARRANZA,,SIN_TELEFONO,,01-10-7978-46,LESBIA MARICELA COTZOJAY PATZAN,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE,11.76470588235294,SAN JUAN SACATEPEQUE|YOSHUA JESUS SAL|LOTE 93 COLO
GUATEMALA,SAN JUAN SACATEPEQUEZ,01-636,LICEO MIXTO YOSHUA,YOSHUA,LOTE 93 COLONIA VILLA JUAREZ I LO DE CARRANZA SAN JUAN SACATEPÉQUEZ,LOTE 93 COLONIA VILLA JUAREZ I LO DE CARRANZA SAN JUAN SACATEPEQUEZ,55104398,55104398,55104398,01-10-0135-46,MARIO ALEJANDRO NAJARRO GARCIA SALAS,CRISTIAN ELÍ LÓPEZ SAMAYOA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE,0.0,SAN JUAN SACATEPEQUE|YOSHUA|LOTE 93 COLO
SANTA ROSA,SAN JUAN TECUACO,06-035,INSTITUTO DE DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,DE DIVERSIFICADO DE ENSENANZA,ALDEA SAN LUIS,ALDEA SAN LUIS,50134682,50134682,50134682,06-07-0022-46,JESLIAS ABELINO FELIPE VASQUEZ,NELVIN OMÁR MIJANGOS ESTEBAN,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SANTA ROSA,0.0,SAN JUAN TECUACO|DE DIVERSIFICADO|ALDEA SAN LU
SANTA ROSA,SAN JUAN TECUACO,06-035,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,CABECERA MUNICIPAL,CABECERA MUNICIPAL,50134682,50134682,50134682,06-07-0010-46,JESLIAS ABELINO FELIPE VASQUEZ,NELVIN OMÁR MIJANGOS ESTEBAN,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SANTA ROSA,0.0,SAN JUAN TECUACO|DE EDUCACION DIV|CABECERA MUN
SANTA ROSA,SAN JUAN TECUACO,06-035,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,DIVERSIFICADO DE ENSENANZA,CABECERA MUNICIPAL,CABECERA MUNICIPAL,47766719,47766719,47766719,06-07-0023-46,JESLIAS ABELINO FELIPE VASQUEZ,MELVIN  MORALES GARCÍA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA,DIARIO(REGULAR),SANTA ROSA,0.0,SAN JUAN TECUACO|DIVERSIFICADO DE|CABECERA MUN
SUCHITEPEQUEZ,SAN LORENZO,10-004,"COLEGIO PRIVADO MIXTO ""LICEO LORENZANO""","""LICEO LORENZANO""",SAN LORENZO,SAN LORENZO,52478870,52478870,52478870,10-07-0009-46,HAROLDO GAMALIEL HIDALGO SANDOVAL,HAROLDO GAMALIEL HIDALGO SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0.0,"SAN LORENZO|""LICEO LORENZANO|SAN LORENZO"
SAN MARCOS,SAN LORENZO,12-053,COLEIO CRISTIANO,COLEIO CRISTIANO,SAN CARLO,SAN CARLO,574479,SIN_TELEFONO,,12-29-0045-46,AMILCAR ROCAEL VELASQUEZ OROZCO,IRMA MARA GABRIEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SAN MARCOS,0.0,SAN LORENZO|COLEIO CRISTIANO|SAN CARLO
SAN MARCOS,SAN LORENZO,12-053,"COLEGIO CRISTIANO PREUNIVERSITARIO ""EL REFORMADOR""","CRISTIANO PREUNIVERSITARIO ""EL REFORMADOR""",CANTON POZA VERDE,CANTON POZA VERDE,36673756,36673756,"36673756,59826896",12-29-0042-46,AMILCAR ROCAEL VELASQUEZ OROZCO,MAYRA LUCÍA FUENTES CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA|MATUTINA|SIN JORNADA,DIARIO(REGULAR),SAN MARCOS,0.0,SAN LORENZO|CRISTIANO PREUNI|CANTON POZA 
SAN MARCOS,SAN LORENZO,12-053,"INSTITUTO DE EDUCACIÓN DIVERSIFICA POR COOPERATIVA ""SAN LORENZO""","DE EDUCACION DIVERSIFICA ""SAN LORENZO""","04 AV. ZONA 2, CASA 2-020",04 AVENIDA ZONA 2 CASA 2 020,33208493,33208493,33208493,12-29-0043-46,AMILCAR ROCAEL VELASQUEZ OROZCO,MARITZA GUISELA PABLO PABLO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS,0.0,SAN LORENZO|DE EDUCACION DIV|04 AVENIDA Z
SAN MARCOS,SAN LORENZO,12-053,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,ALDEA CERRO GRANDE,ALDEA CERRO GRANDE,44171862,44171862,44171862,12-29-0021-46,AMILCAR ROCAEL VELASQUEZ OROZCO,DANIELA IMNA ALVIZURES LÓPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS,0.0,SAN LORENZO|DE EDUCACION DIV|ALDEA CERRO 
SAN MARCOS,SAN LORENZO,12-053,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,ALDEA SANTA ROSA,ALDEA SANTA ROSA,46498952,46498952,46498952,12-29-0022-46,AMILCAR ROCAEL VELASQUEZ OROZCO,DYANKARLO DANIEL GARCÍA MORALES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS,0.0,SAN LORENZO|DE EDUCACION DIV|ALDEA SANTA 
SAN MARCOS,SAN LORENZO,12-053,INSTITUTO DIVERSIFICADO 'DR. JUAN JOSE AREVALO BERMEJO',DIVERSIFICADO 'DR JUAN JOSE AREVALO BERMEJO',SAN LORENZO,SAN LORENZO,,SIN_TELEFONO,,12-29-4728-46,AMILCAR ROCAEL VELASQUEZ OROZCO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS,11.76470588235294,SAN LORENZO|DIVERSIFICADO 'D|SAN LORENZO
SAN MARCOS,SAN LORENZO,12-053,COLEGIO EVANGELCO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,EVANGELCO TECNOLOGICO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,CABECERA MUNICIPAL,49046271,49046271,49046271,12-29-0054-46,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCAOCHOA LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS,0.0,SAN LORENZO|EVANGELCO TECNOL|CABECERA MUN
SAN MARCOS,SAN LORENZO,12-053,COLEGIO EVANGÉLICO PRIVADO MIXTO BERSHEBA BLESS GOD,EVANGELICO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,CABECERA MUNICIPAL,49046271,49046271,49046271,12-29-0041-46,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SAN MARCOS,0.0,SAN LORENZO|EVANGELICO BERSH|CABECERA MUN
SAN MARCOS,SAN LORENZO,12-053,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BISS GOD,EVANGELICO TECNOLOGICO BERSHEBA BISS GOD,CABECERA MUNICIPAL,CABECERA MUNICIPAL,49046271,49046271,49046271,12-29-0052-46,AMILCAR ROCAEL VELASQUEZ OROZCO,ANABELLA FRANCISCA OCHOA LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA|VESPERTINA|MATUTINA,DIARIO(REGULAR),SAN MARCOS,0.0,SAN LORENZO|EVANGELICO TECNO|CABECERA MUN
SAN MARCOS,SAN LORENZO,12-053,INSTITUTO PRIVADO URBANO MIXTO  LIBERACION,LIBERACION,SAN LORENZO,SAN LORENZO,40368818,40368818,40368818,12-29-1152-46,AMILCAR ROCAEL VELASQUEZ OROZCO,BYRON ELDER LÓPEZ URIZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS,0.0,SAN LORENZO|LIBERACION|SAN LORENZO
SUCHITEPEQUEZ,SAN LORENZO,10-004,COLEGIO PRIVADO MIXTO LICEO LORENZANO,LORENZANO,FRENTE A LA IGLESIA CATOLICA,FRENTE A LA IGLESIA CATOLICA,,SIN_TELEFONO,,10-07-2509-46,HAROLDO GAMALIEL HIDALGO SANDOVAL,HAROLDO GAMALIEL HIDALGO SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,5.88235294117647,SAN LORENZO|LORENZANO|FRENTE A LA 
SAN MARCOS,SAN LORENZO,12-053,"INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO ""SUNESIS""","TECNOLOGICO EVANGELICO ""SUNESIS""",CABECERA MUNICIPAL,CABECERA MUNICIPAL,46348954,46348954,"46348954,51786859",12-29-0029-46,AMILCAR ROCAEL VELASQUEZ OROZCO,MIRIAM YANETH MÉNDEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|SIN JORNADA|VESPERTINA,DIARIO(REGULAR),SAN MARCOS,0.0,SAN LORENZO|TECNOLOGICO EVAN|CABECERA MUN
SAN MARCOS,SAN LORENZO,12-053,INSTITUTO TECNOLOGICO PRIVADO MIXTO EVANGELICO SUNESIS,TECNOLOGICO EVANGELICO SUNESIS,SAN LORENZO,SAN LORENZO,46348954,46348954,"46348954,51786859",12-29-0026-46,AMILCAR ROCAEL VELASQUEZ OROZCO,MIRIAM YANETH MÉNDEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA,FIN DE SEMANA,SAN MARCOS,0.0,SAN LORENZO|TECNOLOGICO EVAN|SAN LORENZO
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,,CENTRO EDUCATIVO 'GRAN MOYAS','GRAN MOYAS',"KM. 25.5 CARRETERA INTERAMERICANA, SAN LUCAS SAC.",KILOMETRO 25 5 CARRETERA INTERAMERICANA SAN LUCAS SAC,78304050,78304050,78304050,03-08-0311-46,,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,17.647058823529413,SAN LUCAS SACATEPEQU|'GRAN MOYAS'|KILOMETRO 25
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,INSTITUTO 'SANTA MARIA DEL NUEVO EXODO','SANTA MARIA DEL NUEVO EXODO',KM. 27.5 CARRETERA INTERAMERICANA,KILOMETRO 27 5 CARRETERA INTERAMERICANA,42789980,42789980,42789980,03-08-1430-46,ROSALBINA SISIMIT PEREN DE SOCOP,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SACATEPÉQUEZ,5.88235294117647,SAN LUCAS SACATEPEQU|'SANTA MARIA DEL|KILOMETRO 27
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,COLEGIO APRENDIENDO A CRECER,APRENDIENDO A CRECER,LOTE 50 JARDINES DE SAN LUCAS 2,LOTE 50 JARDINES DE SAN LUCAS 2,78304832,78304832,78304832,03-08-0046-46,ROSALBINA SISIMIT PEREN DE SOCOP,MONICA MARIBEL HERNANDEZ VIELMAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|APRENDIENDO A CR|LOTE 50 JARD
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,COLEGIO BILINGÜE CAMPO VERDE,BILINGUE CAMPO VERDE,3A. AVENIDA 2-15 ALDEA CHOACORRAL ZONA 4,3A AVENIDA 2 15 ALDEA CHOACORRAL ZONA 4,77218461,77218461,77218461,03-08-0036-46,ROSALBINA SISIMIT PEREN DE SOCOP,CLAUDIA MARÍA CALDERÓN CACERES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|BILINGUE CAMPO V|3A AVENIDA 2
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,COLEGIO BILINGUE SAN LUCAS,BILINGUE SAN LUCAS,LOTE 10 JARDINES DE SAN LUCAS II,LOTE 10 JARDINES DE SAN LUCAS II,78304516,78304516,78304516,03-08-0001-46,ROSALBINA SISIMIT PEREN DE SOCOP,JACKELINNE ARACELY HERNÁNDEZ HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|BILINGUE SAN LUC|LOTE 10 JARD
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,,LICEO COMERCIAL 'ARGENTINO GUATEMALTECO',COMERCIAL 'ARGENTINO GUATEMALTECO',"6A. AVENIDA 6-08, SAN LUCAS SAC.",6A AVENIDA 6 08 SAN LUCAS SAC,78307616,78307616,78307616,03-08-0322-46,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,17.647058823529413,SAN LUCAS SACATEPEQU|COMERCIAL 'ARGEN|6A AVENIDA 6
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,LICEO CRISTIANO DE ESTUDIOS AVANZADOS  ELIM,CRISTIANO DE ESTUDIOS AVANZADOS ELIM,4TA. CALLE Y 1A. AV.  A,4TA CALLE Y 1A AVENIDA A,78301212,78301212,78301212,03-08-1138-46,ROSALBINA SISIMIT PEREN DE SOCOP,PABLO DAVID LICARDIÉ ARMAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|CRISTIANO DE EST|4TA CALLE Y 
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,DE EDUCACION DIVERSIFICADA,"1RA. CALLE 4-00 Y 4TA. AVENIDA  ""A"" 1-01 CASCO URBANO ZONA 2","1RA CALLE 4 00 Y 4TA AVENIDA ""A"" 1 01 CASCO URBANO ZONA 2",78308026,78308026,78308026,03-08-0021-46,ROSALBINA SISIMIT PEREN DE SOCOP,ELVIA LORENA BENITO GIRÓN,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|DE EDUCACION DIV|1RA CALLE 4 
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO EDUCATIVO GETSEMANI',DE EDUCACION DIVERSIFICADA 'CENTRO GETSEMANI',3A CALLE Y 2A AVE. ESQUINA,3A CALLE Y 2A AVE ESQUINA,,SIN_TELEFONO,,03-08-0153-46,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,INTERMEDIA|VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,23.52941176470588,SAN LUCAS SACATEPEQU|DE EDUCACION DIV|3A CALLE Y 2
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'LOURDES',DE EDUCACION DIVERSIFICADA 'LOURDES',5A AVENIDA 4-6,QUINTA AVENIDA 4 6,,SIN_TELEFONO,,03-08-0233-46,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,23.52941176470588,SAN LUCAS SACATEPEQU|DE EDUCACION DIV|QUINTA AVENI
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,INSTITUTO DE EDUCACION PARA ADULTOS EN SUPERACION IDEAS,DE EDUCACION PARA ADULTOS EN SUPERACION IDEAS,"CENTRO COMERCIAL LA MESETA LOCAL CUATRO, EDIFICIO COPORACION ALBA PRIMERA AVENIDA 4-11 RESIDENCIALES VILLAS DE LA MESETA KILOMETRO 32.5,",CENTRO COMERCIAL LA MESETA LOCAL CUATRO EDIFICIO COPORACION ALBA PRIMERA AVENIDA 4 11 RESIDENCIALES VILLAS DE LA MESETA KILOMETRO 32 5,78421406,78421406,78421406,03-08-0034-46,ROSALBINA SISIMIT PEREN DE SOCOP,OSCAR ESTUARDO BAUTISTA SOTO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|DE EDUCACION PAR|CENTRO COMER
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,CENTRO DE ENSEÑANZA EDUCARE,DE ENSENANZA EDUCARE,"3RA. AVENIDA ""A""  1-23 CASCO URBANO ZONA 2","3RA AVENIDA ""A"" 1 23 CASCO URBANO ZONA 2",78303350,78303350,78303350,03-08-0016-46,ROSALBINA SISIMIT PEREN DE SOCOP,MILAGRO DEL CARMEN MARTINEZ EVERTZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|DE ENSENANZA EDU|3RA AVENIDA 
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,INSTITUTO MIXTO POR COOPERATIVA DE ENSEÑANZA,DE ENSENANZA,KM.28.5 CARRETERA INTERAMERICANA SAN LUCAS,KILOMETRO 28 5 CARRETERA INTERAMERICANA SAN LUCAS,48263108,48263108,48263108,03-08-0923-46,ROSALBINA SISIMIT PEREN DE SOCOP,WALTER OTTO RENÉ BARRERA BORRAYO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|DE ENSENANZA|KILOMETRO 28
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,CENTRO EDUCATIVO GETSEMANI,GETSEMANI,2A. AVENIDA 3-00 ZONA 1,2A AVENIDA 3 00 ZONA 1,78308921,78308921,78308921,03-08-0045-46,ROSALBINA SISIMIT PEREN DE SOCOP,WILSON ARNOLDO HERNÁNDEZ CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|GETSEMANI|2A AVENIDA 3
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,COLEGIO MIXTO INTEGRAL,INTEGRAL,4A. CALLE 4-45,4A CALLE 4 45,78301329,78301329,78301329,03-08-1346-46,ROSALBINA SISIMIT PEREN DE SOCOP,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,5.88235294117647,SAN LUCAS SACATEPEQU|INTEGRAL|4A CALLE 4 4
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,COLEGIO MIXTO INTEGRAL,INTEGRAL,4TA. CALLE 4-06 ZONA 1,4TA CALLE 4 06 ZONA 1,78301329,78301329,78301329,03-08-0051-46,ROSALBINA SISIMIT PEREN DE SOCOP,SARA  LÓPEZ EGUIZABAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|INTEGRAL|4TA CALLE 4 
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,LICEO JOHN DEWEY,JOHN DEWEY,1A. AVENIDA A 4-17 QUINTAS EL PARAISO,1A AVENIDA A 4 17 QUINTAS EL PARAISO,77258854,77258854,"77258854,78303450",03-08-0029-46,ROSALBINA SISIMIT PEREN DE SOCOP,JOSUÉ NATANAEL CHÓ VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|DOBLE|MATUTINA|SIN JORNADA|VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|JOHN DEWEY|1A AVENIDA A
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,CENTRO EDUCATIVO LA COLINA,LA COLINA,6TA CALLE 1-14 Y 1-16 Y 7MA CALLE 1-11 CASCO URBANO ZONA 1,6TA CALLE 1 14 Y 1 16 Y SÉPTIMA CALLE 1 11 CASCO URBANO ZONA 1,77901500,77901500,77901500,03-08-0038-46,ROSALBINA SISIMIT PEREN DE SOCOP,MARILYNN YESSENIA MORALES MEDINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|LA COLINA|6TA CALLE 1 
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,INSTITUTO MIXTO PARTICULAR  JOSE JOAQUIN PALMA,PARTICULAR JOSE JOAQUIN PALMA,"4A. CALLE ORIENTE, 6-13",4A CALLE ORIENTE 6 13,,SIN_TELEFONO,,03-08-0779-46,ROSALBINA SISIMIT PEREN DE SOCOP,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,11.76470588235294,SAN LUCAS SACATEPEQU|PARTICULAR JOSE |4A CALLE ORI
